design_id,competition_id,polarity,statement_index,tag,statement
JJJ3,JJJ,negative,4,massing,The proposed surface area is important.
JJJ3,JJJ,negative,4,cost,The proposed surface area is important.
JJJ4,JJJ,positive,1,layout,"The resulting layout and spatiality, with two distinct spaces, were appreciated by the jury."
JJJ4,JJJ,positive,1,open space,"The resulting layout and spatiality, with two distinct spaces, were appreciated by the jury."
JJJ4,JJJ,positive,2,structure,Prefabrication offers executive advantages and short execution times.
JJJ4,JJJ,positive,2,operation,Prefabrication offers executive advantages and short execution times.
JJJ4,JJJ,negative,1,massing,The added module with architecture identical to the existing classroom block was considered implausible.
JJJ4,JJJ,negative,1,urban integration,The added module with architecture identical to the existing classroom block was considered implausible.
JJJ4,JJJ,negative,2,expression,The architectural language of the other additions was considered poorly integrated with the pre-existing buildings.
JJJ4,JJJ,negative,2,urban integration,The architectural language of the other additions was considered poorly integrated with the pre-existing buildings.
JJJ4,JJJ,negative,3,cost,The materialization was judged to have relatively expensive costs.
JJJJ1,JJJJ,positive,1,urban integration,The considered urban planning approach adopts the volumetric rigor and serial arrangement of the surrounding military buildings.
JJJJ1,JJJJ,positive,1,massing,The considered urban planning approach adopts the volumetric rigor and serial arrangement of the surrounding military buildings.
JJJJ1,JJJJ,positive,2,circulation,Shortening the northern building creates a clearly defined access area and a precise extension of the historic axis.
JJJJ1,JJJJ,positive,2,urban integration,Shortening the northern building creates a clearly defined access area and a precise extension of the historic axis.
JJJJ1,JJJJ,positive,3,scale,The street frontage respects the scale of the surrounding buildings.
JJJJ1,JJJJ,positive,3,urban integration,The street frontage respects the scale of the surrounding buildings.
JJJJ1,JJJJ,positive,4,layout,The internal connecting wing forms a clear functional backbone and makes orientation easy.
JJJJ1,JJJJ,positive,4,circulation,The internal connecting wing forms a clear functional backbone and makes orientation easy.
JJJJ1,JJJJ,positive,5,open space,The sequence of covered courtyards noticeably increases the spaciousness of the internal connection.
JJJJ1,JJJJ,positive,5,layout,The sequence of covered courtyards noticeably increases the spaciousness of the internal connection.
JJJJ1,JJJJ,positive,6,flexibility,"The office wings can be combined horizontally and vertically, allowing several variants for distributing organizational units."
JJJJ1,JJJJ,positive,6,layout,"The office wings can be combined horizontally and vertically, allowing several variants for distributing organizational units."
JJJJ1,JJJJ,positive,7,functionality,"All office workstations are appropriately sized, easily accessible and well lit."
JJJJ1,JJJJ,positive,7,accessibility,"All office workstations are appropriately sized, easily accessible and well lit."
JJJJ1,JJJJ,positive,7,daylight,"All office workstations are appropriately sized, easily accessible and well lit."
JJJJ1,JJJJ,positive,8,facade,The outer facades establish a coherent connection to the surrounding roof landscapes and add a welcome degree of sensuality.
JJJJ1,JJJJ,positive,8,expression,The outer facades establish a coherent connection to the surrounding roof landscapes and add a welcome degree of sensuality.
JJJJ1,JJJJ,positive,8,urban integration,The outer facades establish a coherent connection to the surrounding roof landscapes and add a welcome degree of sensuality.
JJJJ1,JJJJ,positive,9,landscape,The thematic courtyards create varied atmospheres and enhance the quality of stay in the interior spaces.
JJJJ1,JJJJ,positive,9,open space,The thematic courtyards create varied atmospheres and enhance the quality of stay in the interior spaces.
JJJJ1,JJJJ,positive,9,functionality,The thematic courtyards create varied atmospheres and enhance the quality of stay in the interior spaces.
JJJJ1,JJJJ,positive,10,safety,The proposal integrates security elements into the open-space concept with elegant means.
JJJJ1,JJJJ,positive,10,open space,The proposal integrates security elements into the open-space concept with elegant means.
JJJJ1,JJJJ,positive,11,urban integration,"Overall, the project is skilful and very precise, fitting into the existing structure of the military installations."
JJJJ1,JJJJ,positive,11,massing,"Overall, the project is skilful and very precise, fitting into the existing structure of the military installations."
JJJJ1,JJJJ,negative,1,flexibility,The stringency of the concept leaves few options to omit or reduce one or two courtyards.
JJJJ1,JJJJ,negative,1,massing,The stringency of the concept leaves few options to omit or reduce one or two courtyards.
JJJJ1,JJJJ,negative,2,landscape,The proposed tree species and growth height have only a limited dialogue with the building scale and district open spaces.
JJJJ1,JJJJ,negative,2,scale,The proposed tree species and growth height have only a limited dialogue with the building scale and district open spaces.
JJJJ1,JJJJ,negative,3,massing,The tight sequence of building bodies and rigid grid structure should be moderated by deliberate rule breaks.
JJJJ1,JJJJ,negative,3,expression,The tight sequence of building bodies and rigid grid structure should be moderated by deliberate rule breaks.
JJJJ2,JJJJ,positive,1,layout,"The project creates well-sized, legible and understandable building sequences for employees and the neighborhood."
JJJJ2,JJJJ,positive,1,urban integration,"The project creates well-sized, legible and understandable building sequences for employees and the neighborhood."
JJJJ2,JJJJ,positive,2,circulation,The forecourt and canopy provide an appropriately sized and protected arrival sequence.
JJJJ2,JJJJ,positive,2,scale,The forecourt and canopy provide an appropriately sized and protected arrival sequence.
JJJJ2,JJJJ,positive,3,open space,The central courtyard and semi-open courtyards provide effective lounge areas for employees.
JJJJ2,JJJJ,positive,3,functionality,The central courtyard and semi-open courtyards provide effective lounge areas for employees.
JJJJ2,JJJJ,positive,4,layout,The building structure gives a very good overview of the internal organization and clear readability of assignments from outside.
JJJJ2,JJJJ,positive,4,visibility,The building structure gives a very good overview of the internal organization and clear readability of assignments from outside.
JJJJ2,JJJJ,positive,5,flexibility,The four wings are highly flexible and allow organizational units to expand without an undesirable mix.
JJJJ2,JJJJ,positive,5,functionality,The four wings are highly flexible and allow organizational units to expand without an undesirable mix.
JJJJ2,JJJJ,positive,6,layout,The organization of jobs and floor plans supports a high quality of work.
JJJJ2,JJJJ,positive,6,functionality,The organization of jobs and floor plans supports a high quality of work.
JJJJ2,JJJJ,positive,7,sustainability,The design optimally meets today's sustainability requirements.
JJJJ2,JJJJ,positive,8,landscape,The landscape integration of the security fence combines sober aesthetics with functional and varied hollows.
JJJJ2,JJJJ,positive,8,safety,The landscape integration of the security fence combines sober aesthetics with functional and varied hollows.
JJJJ2,JJJJ,positive,8,expression,The landscape integration of the security fence combines sober aesthetics with functional and varied hollows.
JJJJ2,JJJJ,positive,9,sustainability,Rainwater management and the environmental potential of the site are intelligently integrated.
JJJJ2,JJJJ,positive,9,landscape,Rainwater management and the environmental potential of the site are intelligently integrated.
JJJJ2,JJJJ,positive,10,massing,"The point-symmetrical reflection creates a memorable, well-tailored floor-plan figure."
JJJJ2,JJJJ,positive,10,identity,"The point-symmetrical reflection creates a memorable, well-tailored floor-plan figure."
JJJJ2,JJJJ,positive,11,functionality,"The functionality, allocation of uses and floor-plan design are very well resolved on all levels."
JJJJ2,JJJJ,positive,11,layout,"The functionality, allocation of uses and floor-plan design are very well resolved on all levels."
JJJJ2,JJJJ,positive,12,circulation,"The access areas are optimally located and appropriately sized, apart from the garage entrance."
JJJJ2,JJJJ,positive,12,scale,"The access areas are optimally located and appropriately sized, apart from the garage entrance."
JJJJ2,JJJJ,negative,1,open space,The underground car-park entrance affects the quality of stay in the northeastern courtyard and devalues its importance.
JJJJ2,JJJJ,negative,1,circulation,The underground car-park entrance affects the quality of stay in the northeastern courtyard and devalues its importance.
JJJJ2,JJJJ,negative,2,flexibility,The staging concept may not respond adequately to changing staging requirements and program adjustments.
JJJJ2,JJJJ,negative,2,functionality,The staging concept may not respond adequately to changing staging requirements and program adjustments.
JJJJ2,JJJJ,negative,3,facade,The facade is insufficiently differentiated and somewhat monotonous for such an important building.
JJJJ2,JJJJ,negative,3,expression,The facade is insufficiently differentiated and somewhat monotonous for such an important building.
JJJJ2,JJJJ,negative,4,landscape,The vegetation concept is not in proportion to the building.
JJJJ2,JJJJ,negative,4,proportion,The vegetation concept is not in proportion to the building.
JJJJ2,JJJJ,negative,5,open space,The potential of the central atrium is shown only timidly.
JJJJ2,JJJJ,negative,5,expression,The potential of the central atrium is shown only timidly.
JJJJ2,JJJJ,negative,6,urban integration,"The urban-development attitude is questioned in relation to the military use, different neighborhoods and potential phasing."
JJJJ2,JJJJ,negative,6,flexibility,"The urban-development attitude is questioned in relation to the military use, different neighborhoods and potential phasing."
JJJJ2,JJJJ,negative,7,expression,The architecturally uniform expression should be more differentiated given the value and size of the building.
JJJJ2,JJJJ,negative,7,scale,The architecturally uniform expression should be more differentiated given the value and size of the building.
JJJJ3,JJJJ,positive,1,urban integration,The constellation embeds itself in the grown context through a contemporary departure from the mirror-symmetrical principles of its historical neighbors.
JJJJ3,JJJJ,positive,1,massing,The constellation embeds itself in the grown context through a contemporary departure from the mirror-symmetrical principles of its historical neighbors.
JJJJ3,JJJJ,positive,2,massing,The three related bodies form an ensemble of recognizable unity and offer very good stageability.
JJJJ3,JJJJ,positive,2,flexibility,The three related bodies form an ensemble of recognizable unity and offer very good stageability.
JJJJ3,JJJJ,positive,3,visibility,The open arrangement provides liberating permeability and good foresight for the office units.
JJJJ3,JJJJ,positive,3,layout,The open arrangement provides liberating permeability and good foresight for the office units.
JJJJ3,JJJJ,positive,4,layout,The central hall is intended to act as a hinge and center for the adjacent buildings.
JJJJ3,JJJJ,positive,4,circulation,The central hall is intended to act as a hinge and center for the adjacent buildings.
JJJJ3,JJJJ,positive,5,urban integration,The buildings establish direct relationships with the street through entrances and collective spaces.
JJJJ3,JJJJ,positive,5,circulation,The buildings establish direct relationships with the street through entrances and collective spaces.
JJJJ3,JJJJ,positive,6,massing,The simple organization and intelligently positioned access cores produce an astonishingly compact overall appearance.
JJJJ3,JJJJ,positive,6,circulation,The simple organization and intelligently positioned access cores produce an astonishingly compact overall appearance.
JJJJ3,JJJJ,positive,7,sustainability,The proposal demonstrates an exemplary attitude toward resource-saving construction through modularity and material choices.
JJJJ3,JJJJ,positive,7,structure,The proposal demonstrates an exemplary attitude toward resource-saving construction through modularity and material choices.
JJJJ3,JJJJ,positive,8,open space,"The three-building arrangement creates a varied sequence of open spaces, a large inner courtyard, an attractive development and a water garden."
JJJJ3,JJJJ,positive,8,landscape,"The three-building arrangement creates a varied sequence of open spaces, a large inner courtyard, an attractive development and a water garden."
JJJJ3,JJJJ,positive,9,landscape,The landscape composition offers successful diversity and makes functional use of collected rainwater.
JJJJ3,JJJJ,positive,9,sustainability,The landscape composition offers successful diversity and makes functional use of collected rainwater.
JJJJ3,JJJJ,positive,10,urban integration,The contribution addresses the task in a surprising and seemingly light-footed way through urban-planning liberation.
JJJJ3,JJJJ,positive,10,expression,The contribution addresses the task in a surprising and seemingly light-footed way through urban-planning liberation.
JJJJ3,JJJJ,negative,1,layout,The central hall is too vaguely formulated to provide a convincing center.
JJJJ3,JJJJ,negative,1,circulation,The central hall is too vaguely formulated to provide a convincing center.
JJJJ3,JJJJ,negative,2,circulation,The sequence of hall spaces does not sufficiently interlink the three buildings at ground-floor level.
JJJJ3,JJJJ,negative,2,layout,The sequence of hall spaces does not sufficiently interlink the three buildings at ground-floor level.
JJJJ3,JJJJ,negative,3,circulation,The underground connection is too weak to compensate for the physical disentanglement of the complex.
JJJJ3,JJJJ,negative,3,layout,The underground connection is too weak to compensate for the physical disentanglement of the complex.
JJJJ3,JJJJ,negative,4,flexibility,The placement of extra-high command and staff rooms severely limits the desired flexibility.
JJJJ3,JJJJ,negative,4,functionality,The placement of extra-high command and staff rooms severely limits the desired flexibility.
JJJJ3,JJJJ,negative,5,layout,The minimalist floor plans exacerbate the functional deficiencies from the user's perspective.
JJJJ3,JJJJ,negative,5,functionality,The minimalist floor plans exacerbate the functional deficiencies from the user's perspective.
JJJJ3,JJJJ,negative,6,circulation,The visitor entrance appears too weak and too peripheral.
JJJJ3,JJJJ,negative,6,identity,The visitor entrance appears too weak and too peripheral.
JJJJ3,JJJJ,negative,7,expression,The overall appearance and the formal differentiation of the columns were controversial and considered too forced.
JJJJ3,JJJJ,negative,7,facade,The overall appearance and the formal differentiation of the columns were controversial and considered too forced.
JJJJ3,JJJJ,negative,8,circulation,The compact organization leads to narrow access situations in places.
JJJJ3,JJJJ,negative,8,accessibility,The compact organization leads to narrow access situations in places.
JJJJ3,JJJJ,negative,9,cost,The combined photovoltaic and shading devices require increased maintenance costs.
JJJJ3,JJJJ,negative,9,sustainability,The combined photovoltaic and shading devices require increased maintenance costs.
JJJJ3,JJJJ,negative,10,landscape,Better integration of the security fence into the landscape would have been desirable.
JJJJ3,JJJJ,negative,10,safety,Better integration of the security fence into the landscape would have been desirable.
JJJJ3,JJJJ,negative,11,open space,The turning point for delivery traffic and bicycle parking are too present in the open-space composition.
JJJJ3,JJJJ,negative,11,circulation,The turning point for delivery traffic and bicycle parking are too present in the open-space composition.
JJJJ3,JJJJ,negative,12,functionality,Functional deficits create risks for achieving unity under one roof and synergetic departmental links.
JJJJ3,JJJJ,negative,12,layout,Functional deficits create risks for achieving unity under one roof and synergetic departmental links.
JJJJ4,JJJJ,positive,1,urban integration,The elementary urban arrangement forms a worthy counterpart to the old barracks and plausibly defines the pedestrian connection between the two streets.
JJJJ4,JJJJ,positive,1,circulation,The elementary urban arrangement forms a worthy counterpart to the old barracks and plausibly defines the pedestrian connection between the two streets.
JJJJ4,JJJJ,positive,2,expression,The open arched ground-floor structure makes the public purpose of the building tangible in a sophisticated way.
JJJJ4,JJJJ,positive,2,identity,The open arched ground-floor structure makes the public purpose of the building tangible in a sophisticated way.
JJJJ4,JJJJ,positive,3,flexibility,The office units can be flexibly organized around several courtyards.
JJJJ4,JJJJ,positive,3,layout,The office units can be flexibly organized around several courtyards.
JJJJ4,JJJJ,positive,4,circulation,The central upper-floor access allows clear orientation.
JJJJ4,JJJJ,positive,4,visibility,The central upper-floor access allows clear orientation.
JJJJ4,JJJJ,positive,5,layout,The courtyard typology gives the multispace and project-room modules a stringent organization.
JJJJ4,JJJJ,positive,5,functionality,The courtyard typology gives the multispace and project-room modules a stringent organization.
JJJJ4,JJJJ,positive,6,massing,The compact volumetrics achieve an efficient building envelope.
JJJJ4,JJJJ,positive,6,sustainability,The compact volumetrics achieve an efficient building envelope.
JJJJ4,JJJJ,positive,7,structure,The consistent system separation has a lasting effect on component life-cycle costs.
JJJJ4,JJJJ,positive,7,cost,The consistent system separation has a lasting effect on component life-cycle costs.
JJJJ4,JJJJ,positive,8,massing,The building concept allows plausible grading along the horizontal axis.
JJJJ4,JJJJ,positive,8,proportion,The building concept allows plausible grading along the horizontal axis.
JJJJ4,JJJJ,positive,9,open space,The themed courtyards create contrasting atmospheres and intelligently intertwine security and access functions.
JJJJ4,JJJJ,positive,9,landscape,The themed courtyards create contrasting atmospheres and intelligently intertwine security and access functions.
JJJJ4,JJJJ,positive,9,safety,The themed courtyards create contrasting atmospheres and intelligently intertwine security and access functions.
JJJJ4,JJJJ,positive,10,landscape,"Rainwater infiltration troughs create an interesting transition toward the avenue through relief, topography and varied vegetation."
JJJJ4,JJJJ,positive,10,topography,"Rainwater infiltration troughs create an interesting transition toward the avenue through relief, topography and varied vegetation."
JJJJ4,JJJJ,positive,10,sustainability,"Rainwater infiltration troughs create an interesting transition toward the avenue through relief, topography and varied vegetation."
JJJJ4,JJJJ,positive,11,identity,The project conveys a surprising vision for a self-confident and open administrative center.
JJJJ4,JJJJ,positive,11,expression,The project conveys a surprising vision for a self-confident and open administrative center.
JJJJ4,JJJJ,positive,12,urban integration,"The proposal is based on clear urban-planning, typological and constructive logic."
JJJJ4,JJJJ,positive,12,structure,"The proposal is based on clear urban-planning, typological and constructive logic."
JJJJ4,JJJJ,negative,1,open space,The roof conflicts with the use of the space as bicycle parking and access to the underground car park.
JJJJ4,JJJJ,negative,1,circulation,The roof conflicts with the use of the space as bicycle parking and access to the underground car park.
JJJJ4,JJJJ,negative,2,facade,The facade length along the avenue does not match the scale of the surrounding buildings.
JJJJ4,JJJJ,negative,2,scale,The facade length along the avenue does not match the scale of the surrounding buildings.
JJJJ4,JJJJ,negative,3,open space,The nearly fully occupied perimeter leaves only a narrow strip of outside space.
JJJJ4,JJJJ,negative,3,massing,The nearly fully occupied perimeter leaves only a narrow strip of outside space.
JJJJ4,JJJJ,negative,4,expression,The architectural references appear somewhat additive and weaker than the basic concept.
JJJJ4,JJJJ,negative,4,identity,The architectural references appear somewhat additive and weaker than the basic concept.
JJJJ4,JJJJ,negative,5,functionality,The open arcade ground floor is contradicted by the occupation of non-public uses.
JJJJ4,JJJJ,negative,5,expression,The open arcade ground floor is contradicted by the occupation of non-public uses.
JJJJ4,JJJJ,negative,6,facade,The upper-floor facade expression does not provide a congruent response to the interior or open-space ground.
JJJJ4,JJJJ,negative,6,layout,The upper-floor facade expression does not provide a congruent response to the interior or open-space ground.
JJJJ4,JJJJ,negative,7,circulation,"The central access lacks connections to the courtyards, while closed corridors and artificially lit foyers can become confusing and labyrinthine."
JJJJ4,JJJJ,negative,7,daylight,"The central access lacks connections to the courtyards, while closed corridors and artificially lit foyers can become confusing and labyrinthine."
JJJJ4,JJJJ,negative,7,layout,"The central access lacks connections to the courtyards, while closed corridors and artificially lit foyers can become confusing and labyrinthine."
JJJJ4,JJJJ,negative,8,functionality,The monumental hall landscape does not entirely correspond to the publicity of its use.
JJJJ4,JJJJ,negative,8,expression,The monumental hall landscape does not entirely correspond to the publicity of its use.
JJJJ4,JJJJ,negative,9,massing,The above-average volume leads to higher costs than other contributions.
JJJJ4,JJJJ,negative,9,cost,The above-average volume leads to higher costs than other contributions.
JJJJ4,JJJJ,negative,10,landscape,The tree structure makes only a timid statement relative to the imposing building size.
JJJJ4,JJJJ,negative,10,scale,The tree structure makes only a timid statement relative to the imposing building size.
JJJJ4,JJJJ,negative,11,functionality,The design does not fully resolve the architecture congruently with its operational organization.
JJJJ4,JJJJ,negative,11,layout,The design does not fully resolve the architecture congruently with its operational organization.
JJJJ4,JJJJ,negative,12,expression,"The thematic density creates contradictions among references, scale and use."
JJJJ4,JJJJ,negative,12,scale,"The thematic density creates contradictions among references, scale and use."
JJJJ4,JJJJ,negative,12,functionality,"The thematic density creates contradictions among references, scale and use."
JJJJ5,JJJJ,positive,1,massing,The graduated volumetrics give the large building lightness and contextual appropriateness.
JJJJ5,JJJJ,positive,1,urban integration,The graduated volumetrics give the large building lightness and contextual appropriateness.
JJJJ5,JJJJ,positive,1,scale,The graduated volumetrics give the large building lightness and contextual appropriateness.
JJJJ5,JJJJ,positive,2,layout,The project has a clear structure and a good hierarchy of spatial units.
JJJJ5,JJJJ,positive,2,massing,The project has a clear structure and a good hierarchy of spatial units.
JJJJ5,JJJJ,positive,2,circulation,The project has a clear structure and a good hierarchy of spatial units.
JJJJ5,JJJJ,positive,3,circulation,The central vertical accesses make the internal structure particularly legible.
JJJJ5,JJJJ,positive,3,layout,The central vertical accesses make the internal structure particularly legible.
JJJJ5,JJJJ,positive,4,expression,The differentiated expression between the hall and office parts produces a good overall effect.
JJJJ5,JJJJ,positive,4,identity,The differentiated expression between the hall and office parts produces a good overall effect.
JJJJ5,JJJJ,positive,4,proportion,The differentiated expression between the hall and office parts produces a good overall effect.
JJJJ5,JJJJ,positive,5,open space,"The open-space concept successfully combines green roofs, planted courtyards, tree sequences, and rainwater retention."
JJJJ5,JJJJ,positive,5,landscape,"The open-space concept successfully combines green roofs, planted courtyards, tree sequences, and rainwater retention."
JJJJ5,JJJJ,positive,5,sustainability,"The open-space concept successfully combines green roofs, planted courtyards, tree sequences, and rainwater retention."
JJJJ5,JJJJ,positive,6,structure,The construction approach is consistently coordinated with the building's volumetrics and supports flexibility.
JJJJ5,JJJJ,positive,6,flexibility,The construction approach is consistently coordinated with the building's volumetrics and supports flexibility.
JJJJ5,JJJJ,positive,6,massing,The construction approach is consistently coordinated with the building's volumetrics and supports flexibility.
JJJJ5,JJJJ,negative,1,circulation,"The arrival area is somewhat limited in spaciousness, especially along the street."
JJJJ5,JJJJ,negative,1,open space,"The arrival area is somewhat limited in spaciousness, especially along the street."
JJJJ5,JJJJ,negative,1,scale,"The arrival area is somewhat limited in spaciousness, especially along the street."
JJJJ5,JJJJ,negative,2,daylight,"The office areas, particularly in the wide middle section, have unfavorable lighting conditions."
JJJJ5,JJJJ,negative,2,layout,"The office areas, particularly in the wide middle section, have unfavorable lighting conditions."
JJJJ5,JJJJ,negative,3,functionality,"The access areas were incorrectly counted as usable area, reducing the required number of workstations."
JJJJ5,JJJJ,negative,3,layout,"The access areas were incorrectly counted as usable area, reducing the required number of workstations."
JJJJ5,JJJJ,negative,4,layout,"The small-scale office structure raises questions, especially where rooms face rather small courtyards."
JJJJ5,JJJJ,negative,4,proportion,"The small-scale office structure raises questions, especially where rooms face rather small courtyards."
JJJJ5,JJJJ,negative,4,daylight,"The small-scale office structure raises questions, especially where rooms face rather small courtyards."
JJJJ5,JJJJ,negative,5,urban integration,It remains uncertain whether the intermediate staging options are convincing in urban-development terms.
JJJJ5,JJJJ,negative,5,flexibility,It remains uncertain whether the intermediate staging options are convincing in urban-development terms.
K1,K,positive,1,urban integration,The project forms a harmonious addition to the existing school system.
K1,K,positive,1,massing,The project forms a harmonious addition to the existing school system.
K1,K,positive,2,layout,The arrangement of the different areas of use seems sensible and practical.
K1,K,positive,2,functionality,The arrangement of the different areas of use seems sensible and practical.
K1,K,positive,3,orientation,The classrooms are optimally oriented and benefit from good natural lighting and protected garden access.
K1,K,positive,3,daylight,The classrooms are optimally oriented and benefit from good natural lighting and protected garden access.
K1,K,positive,3,open space,The classrooms are optimally oriented and benefit from good natural lighting and protected garden access.
K1,K,positive,4,layout,The clear functional structure is unified as one building through clever spatial linking.
K1,K,positive,4,massing,The clear functional structure is unified as one building through clever spatial linking.
K1,K,positive,4,identity,The clear functional structure is unified as one building through clever spatial linking.
K1,K,positive,5,expression,The shed-like roof gives the complex additional identity and cohesion.
K1,K,positive,5,identity,The shed-like roof gives the complex additional identity and cohesion.
K1,K,positive,5,massing,The shed-like roof gives the complex additional identity and cohesion.
K1,K,positive,6,structure,The modular structural principle promises a high level of flexibility and variability.
K1,K,positive,6,flexibility,The modular structural principle promises a high level of flexibility and variability.
K1,K,positive,7,facade,The carefully differentiated facades and precise spatial arrangement demonstrate high architectural quality.
K1,K,positive,7,proportion,The carefully differentiated facades and precise spatial arrangement demonstrate high architectural quality.
K1,K,positive,7,expression,The carefully differentiated facades and precise spatial arrangement demonstrate high architectural quality.
K1,K,positive,8,open space,The varied outdoor spaces provide well-proportioned experiences and learning places.
K1,K,positive,8,landscape,The varied outdoor spaces provide well-proportioned experiences and learning places.
K1,K,positive,8,functionality,The varied outdoor spaces provide well-proportioned experiences and learning places.
K1,K,positive,9,sustainability,"The energy and building-envelope concept is impressive, and the target construction costs are met."
K1,K,positive,9,cost,"The energy and building-envelope concept is impressive, and the target construction costs are met."
K1,K,negative,1,operation,Conflict-free operation of the various users is not yet possible in the proposed form.
K1,K,negative,1,circulation,Conflict-free operation of the various users is not yet possible in the proposed form.
K1,K,negative,2,layout,The small-scale structure risks creating invisible niches and prevents the desired permeability.
K1,K,negative,2,visibility,The small-scale structure risks creating invisible niches and prevents the desired permeability.
K1,K,negative,2,accessibility,The small-scale structure risks creating invisible niches and prevents the desired permeability.
K1,K,negative,3,landscape,The high proportion of paved areas has not yet been conclusively resolved for biodiversity.
K1,K,negative,3,sustainability,The high proportion of paved areas has not yet been conclusively resolved for biodiversity.
K1,K,negative,4,safety,The proposed water element leaves questions about safety and technical feasibility unanswered.
K1,K,negative,4,functionality,The proposed water element leaves questions about safety and technical feasibility unanswered.
K1,K,negative,5,functionality,The technical concept leaves open questions about the dimensions and distribution of central areas.
K1,K,negative,5,layout,The technical concept leaves open questions about the dimensions and distribution of central areas.
K2,K,positive,1,urban integration,The building reacts explicitly to its surroundings and generates very well-proportioned outdoor spaces.
K2,K,positive,1,massing,The building reacts explicitly to its surroundings and generates very well-proportioned outdoor spaces.
K2,K,positive,1,open space,The building reacts explicitly to its surroundings and generates very well-proportioned outdoor spaces.
K2,K,positive,2,circulation,Access is cleverly organized and consistently separates motorized and pedestrian movement.
K2,K,positive,2,operation,Access is cleverly organized and consistently separates motorized and pedestrian movement.
K2,K,positive,2,safety,Access is cleverly organized and consistently separates motorized and pedestrian movement.
K2,K,positive,3,layout,The strong pre-structuring accommodates numerous usage requirements.
K2,K,positive,3,functionality,The strong pre-structuring accommodates numerous usage requirements.
K2,K,positive,4,layout,The floor plans are organized naturally according to user-friendly principles.
K2,K,positive,4,functionality,The floor plans are organized naturally according to user-friendly principles.
K2,K,positive,5,daylight,The two-story corridor room brings light downward and creates visual connections between levels.
K2,K,positive,5,visibility,The two-story corridor room brings light downward and creates visual connections between levels.
K2,K,positive,5,layout,The two-story corridor room brings light downward and creates visual connections between levels.
K2,K,positive,6,structure,The structural system creates great flexibility in the room layout.
K2,K,positive,6,flexibility,The structural system creates great flexibility in the room layout.
K2,K,positive,7,expression,The architectural expression is differentiated and reacts subtly to the different uses.
K2,K,positive,7,facade,The architectural expression is differentiated and reacts subtly to the different uses.
K2,K,positive,8,scale,"The building has a pleasant scale, restrained appearance, and an independent identity."
K2,K,positive,8,expression,"The building has a pleasant scale, restrained appearance, and an independent identity."
K2,K,positive,8,identity,"The building has a pleasant scale, restrained appearance, and an independent identity."
K2,K,positive,9,open space,The project creates well-proportioned outdoor spaces and attractive everyday spatial compositions.
K2,K,positive,9,landscape,The project creates well-proportioned outdoor spaces and attractive everyday spatial compositions.
K2,K,positive,9,functionality,The project creates well-proportioned outdoor spaces and attractive everyday spatial compositions.
K2,K,positive,10,sustainability,"The assessment of ecological sustainability and energy is positive, and target costs are met."
K2,K,positive,10,cost,"The assessment of ecological sustainability and energy is positive, and target costs are met."
K2,K,negative,1,open space,There is little scope for unplanned appropriation or direct experience of nature.
K2,K,negative,1,functionality,There is little scope for unplanned appropriation or direct experience of nature.
K2,K,negative,2,landscape,The sealed areas strain biodiversity and prevent ecological connections between outdoor spaces.
K2,K,negative,2,sustainability,The sealed areas strain biodiversity and prevent ecological connections between outdoor spaces.
K2,K,negative,3,circulation,The central entrance space feels somewhat cramped because of the stairs.
K2,K,negative,3,proportion,The central entrance space feels somewhat cramped because of the stairs.
K2,K,negative,4,layout,"The group rooms are not always optimally divided between classrooms, and some corridors are cramped."
K2,K,negative,4,functionality,"The group rooms are not always optimally divided between classrooms, and some corridors are cramped."
K2,K,negative,4,circulation,"The group rooms are not always optimally divided between classrooms, and some corridors are cramped."
K2,K,negative,5,operation,"The neighborhood kitchen's location, lift connection, and U-shaped organization are operationally unsuitable."
K2,K,negative,5,circulation,"The neighborhood kitchen's location, lift connection, and U-shaped organization are operationally unsuitable."
K2,K,negative,5,functionality,"The neighborhood kitchen's location, lift connection, and U-shaped organization are operationally unsuitable."
K2,K,negative,6,sustainability,The summer heat protection is critically affected by the high proportion of zenithal light.
K2,K,negative,6,daylight,The summer heat protection is critically affected by the high proportion of zenithal light.
K2,K,negative,7,ventilation,The lack of ventilation shafts for the kitchen remains a deficiency.
K2,K,negative,7,functionality,The lack of ventilation shafts for the kitchen remains a deficiency.
K3,K,positive,1,massing,The precise placement of the volumes produces well-proportioned and easily usable outdoor spaces.
K3,K,positive,1,open space,The precise placement of the volumes produces well-proportioned and easily usable outdoor spaces.
K3,K,positive,1,landscape,The precise placement of the volumes produces well-proportioned and easily usable outdoor spaces.
K3,K,positive,2,circulation,The footpath connections are logically laid out and conflict zones are largely disentangled.
K3,K,positive,2,operation,The footpath connections are logically laid out and conflict zones are largely disentangled.
K3,K,positive,2,safety,The footpath connections are logically laid out and conflict zones are largely disentangled.
K3,K,positive,3,layout,The usage arrangement across the three wings appears plausible and clear.
K3,K,positive,3,functionality,The usage arrangement across the three wings appears plausible and clear.
K3,K,positive,4,layout,The relationships between ground-floor uses and outdoor spaces are carefully designed.
K3,K,positive,4,open space,The relationships between ground-floor uses and outdoor spaces are carefully designed.
K3,K,positive,4,functionality,The relationships between ground-floor uses and outdoor spaces are carefully designed.
K3,K,positive,5,layout,The efficient plan organization and building structure minimize traffic areas and volume.
K3,K,positive,5,circulation,The efficient plan organization and building structure minimize traffic areas and volume.
K3,K,positive,5,massing,The efficient plan organization and building structure minimize traffic areas and volume.
